# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-s" "1" "-a" "annotation.gff" "-o" "counts.txt" "SRR10379724.bam" "SRR10379722.bam" "SRR10379725.bam" "SRR10379726.bam" "SRR10379723.bam" "SRR10379721.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379724.bam	SRR10379722.bam	SRR10379725.bam	SRR10379726.bam	SRR10379723.bam	SRR10379721.bam
gene-SAOUHSC_00311	CP000253.1	325937	326221	-	285	425	499	266	108	254	316
gene-SAOUHSC_00312	CP000253.1	326223	326666	-	444	736	833	404	87	378	568
gene-SAOUHSC_00313	CP000253.1	326671	328626	-	1956	5669	2976	2324	521	1478	1935
gene-SAOUHSC_00314	CP000253.1	328838	329257	+	420	4276	8070	5000	513	5897	10072
gene-SAOUHSC_00315	CP000253.1	329364	330719	+	1356	579	4438	575	45	3108	5411
gene-SAOUHSC_00316	CP000253.1	330823	331263	+	441	350	1510	401	29	1375	2112
gene-SAOUHSC_00317	CP000253.1	331346	332704	-	1359	4055	3142	9079	1856	2641	4185
gene-SAOUHSC_00318	CP000253.1	333012	333938	+	927	1306	845	2485	585	751	841
gene-SAOUHSC_00319	CP000253.1	333952	335013	+	1062	2497	1982	4357	1460	2048	2488
gene-SAOUHSC_00320	CP000253.1	335027	335593	+	567	1265	1237	2022	308	1205	1649
gene-SAOUHSC_00322	CP000253.1	335653	336648	-	996	692	227	596	114	182	309
gene-SAOUHSC_00323	CP000253.1	336647	337054	+	408	66	66	70	47	81	114
gene-SAOUHSC_00324	CP000253.1	337067	337612	+	546	2937	421	7529	1211	340	557
gene-SAOUHSC_00325	CP000253.1	337880	338734	+	855	233	154	584	29	167	284
gene-SAOUHSC_00326	CP000253.1	338731	339960	+	1230	319	448	730	225	463	646
gene-SAOUHSC_00327	CP000253.1	339971	341653	+	1683	489	767	820	116	944	1341
gene-SAOUHSC_00328	CP000253.1	341746	342402	-	657	2772	1224	5741	876	924	1479
gene-SAOUHSC_00329	CP000253.1	342464	342688	-	225	1390	556	3468	488	374	720
gene-SAOUHSC_00330	CP000253.1	342788	343177	-	390	2082	558	5108	222	434	889
gene-SAOUHSC_00331	CP000253.1	343418	343621	+	204	77	138	155	16	166	181
gene-SAOUHSC_00332	CP000253.1	343618	344331	+	714	560	865	726	74	1066	1249
gene-SAOUHSC_00333	CP000253.1	344356	345198	+	843	988	1789	1370	216	2262	2688
gene-SAOUHSC_00334	CP000253.1	345198	345827	+	630	2187	2291	2622	265	2896	3743
gene-SAOUHSC_00335	CP000253.1	346194	347327	-	1134	1840	480	2485	99	545	780
gene-SAOUHSC_A00332	CP000253.1	347735	347893	-	159	5	18	3	0	13	33
gene-SAOUHSC_00336	CP000253.1	347866	349047	+	1182	11142	7257	10398	3724	5503	7670
gene-SAOUHSC_00337	CP000253.1	349130	349882	-	753	2401	3470	3278	945	3546	5957
gene-SAOUHSC_00338	CP000253.1	349925	352153	-	2229	4355	6209	8027	891	6671	10521
gene-SAOUHSC_00339	CP000253.1	352150	353991	-	1842	2681	2785	5273	784	2901	4444
gene-SAOUHSC_00340	CP000253.1	353960	355120	-	1161	1668	1373	3307	651	1196	1891
gene-SAOUHSC_00341	CP000253.1	355117	356220	-	1104	2178	1263	4169	464	1134	1538
gene-SAOUHSC_00342	CP000253.1	356884	357729	+	846	1133	316	1537	270	292	443
gene-SAOUHSC_00344	CP000253.1	357886	358767	+	882	1469	1670	2324	463	1840	1926
gene-SAOUHSC_00345	CP000253.1	358797	359000	+	204	575	664	1176	63	682	675
gene-SAOUHSC_00346	CP000253.1	359012	360109	+	1098	4356	4501	6513	1231	4688	5080
gene-SAOUHSC_00347	CP000253.1	360195	360386	-	192	1564	22138	833	27	29813	41368
gene-SAOUHSC_00348	CP000253.1	360630	360926	+	297	24321	43875	30648	5373	43218	48053
gene-SAOUHSC_00349	CP000253.1	360947	361450	+	504	39328	73995	48742	20459	77506	81641
gene-SAOUHSC_00350	CP000253.1	361502	361744	+	243	18293	35721	23073	11696	37221	39061
gene-SAOUHSC_00351	CP000253.1	362010	362948	-	939	379	174	728	43	212	242
gene-SAOUHSC_00352	CP000253.1	362987	363298	-	312	139	85	305	67	86	114
gene-SAOUHSC_00353	CP000253.1	363376	363534	-	159	117	83	238	23	79	83
gene-SAOUHSC_00354	CP000253.1	363894	364505	+	612	998	605	1608	112	724	1052
gene-SAOUHSC_00355	CP000253.1	364874	365242	+	369	98	117	258	10	141	169
gene-SAOUHSC_00356	CP000253.1	365423	365995	+	573	59001	16577	72463	14365	12232	16021
gene-SAOUHSC_00357	CP000253.1	366133	366396	-	264	3493	2050	6016	304	1758	3078
gene-SAOUHSC_00358	CP000253.1	366696	366947	+	252	107767	28585	124452	77150	14522	27004
gene-SAOUHSC_A00354	CP000253.1	366986	367195	-	210	10	28	10	1	43	47
gene-SAOUHSC_00359	CP000253.1	367373	367954	+	582	332	612	525	54	672	845
gene-SAOUHSC_00360	CP000253.1	368020	368403	-	384	939	431	1355	156	357	486
gene-SAOUHSC_00362	CP000253.1	368658	369284	-	627	1865	1385	2601	244	1652	2155
gene-SAOUHSC_00363	CP000253.1	369357	369650	-	294	433	105	455	10	96	149
gene-SAOUHSC_00364	CP000253.1	369729	371252	-	1524	32175	77242	55478	10162	60476	88622
gene-SAOUHSC_00365	CP000253.1	371268	371837	-	570	15611	29387	29047	4203	23412	32939
gene-SAOUHSC_00366	CP000253.1	372329	373084	+	756	4730	5210	5085	1758	5223	5783
gene-SAOUHSC_00367	CP000253.1	373165	374553	-	1389	1534	11307	1465	647	14536	16734
gene-SAOUHSC_00368	CP000253.1	374638	374739	+	102	39	57	46	6	51	84
gene-SAOUHSC_00369	CP000253.1	375530	376486	-	957	9104	8450	11174	3973	9535	12304
gene-SAOUHSC_00370	CP000253.1	376604	377266	-	663	9052	3989	14573	1332	2768	4120
gene-SAOUHSC_00371	CP000253.1	377409	377816	-	408	22618	10618	22015	2820	5995	11127
gene-SAOUHSC_00372	CP000253.1	378329	378907	+	579	1591	550	2093	320	977	1214
gene-SAOUHSC_00373	CP000253.1	378907	380175	+	1269	4258	2384	6006	1460	3155	4024
gene-SAOUHSC_00374	CP000253.1	380213	381679	+	1467	15754	7286	28180	8805	8698	10654
gene-SAOUHSC_00375	CP000253.1	381704	383245	+	1542	23266	10585	34490	10865	12509	16417
gene-SAOUHSC_00376	CP000253.1	383358	383894	-	537	347	545	486	29	587	710
gene-SAOUHSC_00377	CP000253.1	384287	384991	-	705	118	127	127	7	153	172
gene-SAOUHSC_00378	CP000253.1	385390	385662	-	273	17	37	26	1	68	64
gene-SAOUHSC_00380	CP000253.1	385933	386193	+	261	147	58	204	17	105	100
gene-SAOUHSC_00381	CP000253.1	386599	386958	-	360	256	277	355	27	257	387
gene-SAOUHSC_00382	CP000253.1	386977	387822	-	846	578	657	789	101	550	854
gene-SAOUHSC_00383	CP000253.1	388294	388974	+	681	783	1457	1153	109	1323	1723
gene-SAOUHSC_00384	CP000253.1	389260	389955	+	696	241	361	301	46	321	541
gene-SAOUHSC_00386	CP000253.1	390246	391316	+	1071	176	376	234	46	492	578
gene-SAOUHSC_00387	CP000253.1	391435	391572	+	138	1	4	1	0	1	2
gene-SAOUHSC_00389	CP000253.1	391681	392607	+	927	123	125	148	24	120	187
gene-SAOUHSC_00390	CP000253.1	392971	393675	+	705	157	201	158	4	251	411
gene-SAOUHSC_A00379	CP000253.1	393579	393878	-	300	11	21	5	0	37	34
gene-SAOUHSC_00391	CP000253.1	394121	394816	+	696	152	233	210	39	235	382
gene-SAOUHSC_00392	CP000253.1	395237	395932	+	696	411	352	465	37	466	605
gene-SAOUHSC_00393	CP000253.1	396276	396974	+	699	161	174	171	14	206	358
gene-SAOUHSC_00394	CP000253.1	397354	398052	+	699	147	163	183	11	232	287
gene-SAOUHSC_00395	CP000253.1	398418	399101	+	684	334	397	492	14	575	707
gene-SAOUHSC_00396	CP000253.1	399186	399287	-	102	17	26	23	0	30	54
gene-SAOUHSC_00397	CP000253.1	399449	400921	+	1473	1961	440	1992	660	402	652
gene-SAOUHSC_00398	CP000253.1	400914	402125	+	1212	685	247	817	276	305	379
gene-SAOUHSC_00399	CP000253.1	402508	403185	+	678	175	148	218	9	105	160
gene-SAOUHSC_00400	CP000253.1	403207	404715	+	1509	882	903	1067	192	727	1197
gene-SAOUHSC_00401	CP000253.1	404819	405127	-	309	4407	5054	3337	308	3318	6660
gene-SAOUHSC_00402	CP000253.1	405465	406283	+	819	213	105	305	24	148	163
gene-SAOUHSC_00404	CP000253.1	406302	407087	+	786	278	217	323	52	310	313
gene-SAOUHSC_00405	CP000253.1	407345	408082	+	738	864	404	1406	134	607	660
gene-SAOUHSC_00406	CP000253.1	408072	409400	+	1329	1791	1010	2011	301	1304	1646
gene-SAOUHSC_00407	CP000253.1	409397	409720	+	324	599	379	940	64	501	593
gene-SAOUHSC_00408	CP000253.1	409739	410053	+	315	620	425	846	120	506	647
gene-SAOUHSC_00409	CP000253.1	410343	410603	-	261	277	426	456	25	768	949
gene-SAOUHSC_00410	CP000253.1	410722	411924	+	1203	447	4679	656	106	4372	6344
gene-SAOUHSC_00411	CP000253.1	412193	412321	+	129	12	70	17	2	41	75
gene-SAOUHSC_00412	CP000253.1	413512	414996	+	1485	8995	2826	10068	2457	1710	2922
gene-SAOUHSC_00413	CP000253.1	415009	417714	+	2706	29186	11043	38481	15298	6124	10612
gene-SAOUHSC_00414	CP000253.1	417876	418238	+	363	7253	2501	8880	1467	1954	3175
gene-SAOUHSC_00415	CP000253.1	418467	418883	-	417	39	36	42	1	55	56
gene-SAOUHSC_00416	CP000253.1	418921	419595	+	675	1904	1605	2630	225	1296	2009
gene-SAOUHSC_00417	CP000253.1	419632	420366	+	735	3296	2773	3867	531	2614	3754
gene-SAOUHSC_00418	CP000253.1	420544	420657	+	114	33	70	43	12	49	71
gene-SAOUHSC_00420	CP000253.1	420822	422159	+	1338	11114	4378	16654	2892	4343	7644
gene-SAOUHSC_00421	CP000253.1	422376	423290	+	915	111	1964	152	47	2786	3107
gene-SAOUHSC_00422	CP000253.1	423274	424416	+	1143	371	7465	373	72	12126	13686
gene-SAOUHSC_00423	CP000253.1	424710	425735	+	1026	852	2156	1629	176	2953	3186
gene-SAOUHSC_00424	CP000253.1	425739	426398	+	660	281	1137	559	93	1604	1698
gene-SAOUHSC_00426	CP000253.1	426435	427277	+	843	922	3919	2391	136	5863	6800
gene-SAOUHSC_00427	CP000253.1	427609	428613	+	1005	12705	2373	14444	6595	3170	2619
gene-SAOUHSC_00428	CP000253.1	428798	429067	-	270	1098	1061	774	18	1401	1864
gene-SAOUHSC_00429	CP000253.1	429216	429611	+	396	579	425	752	156	399	499
gene-SAOUHSC_00430	CP000253.1	429601	430086	+	486	1775	1764	2289	936	1817	2499
gene-SAOUHSC_00431	CP000253.1	430255	431037	-	783	712	1556	1334	137	2164	2638
gene-SAOUHSC_00433	CP000253.1	431034	432152	-	1119	938	836	1793	383	1036	1395
gene-SAOUHSC_00434	CP000253.1	432267	433151	-	885	264	222	350	37	194	309
gene-SAOUHSC_00435	CP000253.1	433332	437831	+	4500	85281	9902	124553	28725	20143	16005
gene-SAOUHSC_00436	CP000253.1	437849	439312	+	1464	34910	8402	43395	12619	16904	13706
gene-SAOUHSC_T00048	CP000253.1	439581	439673	+	93	2270	2846	1327	933	3479	4322
gene-SAOUHSC_00437	CP000253.1	440144	441571	+	1428	6573	14833	7357	1767	8307	8384
gene-SAOUHSC_00438	CP000253.1	441635	443275	+	1641	1159	4488	1517	357	3145	2971
gene-SAOUHSC_00439	CP000253.1	443300	444028	+	729	907	2860	1021	230	2462	2420
gene-SAOUHSC_00440	CP000253.1	444428	444529	+	102	54	344	28	16	394	436
gene-SAOUHSC_00441	CP000253.1	444667	445191	+	525	1417	954	1778	365	1063	1108
gene-SAOUHSC_00442	CP000253.1	445284	446957	+	1674	7046	11646	8598	2073	12783	12350
gene-SAOUHSC_00444	CP000253.1	447047	447364	+	318	4999	5175	7970	3384	5355	5268
gene-SAOUHSC_00445	CP000253.1	447371	447967	+	597	7455	8004	9564	2642	9342	10150
gene-SAOUHSC_00446	CP000253.1	448172	448270	+	99	17	40	14	4	37	47
gene-SAOUHSC_R0001	CP000253.1	448819	450374	+	1556	3749	1320	2855	6320	325	2521
gene-SAOUHSC_R0006	CP000253.1	450739	453661	+	2923	12694	15456	9204	19265	4153	14206
gene-SAOUHSC_R00011	CP000253.1	453734	453847	+	114	1	21	1	6	14	7
gene-SAOUHSC_00450	CP000253.1	454730	456067	+	1338	1231	447	1397	214	375	584
gene-SAOUHSC_00451	CP000253.1	456069	456686	+	618	885	518	1101	115	493	603
gene-SAOUHSC_00452	CP000253.1	456714	457043	+	330	9260	5964	13441	2998	4143	5226
gene-SAOUHSC_00453	CP000253.1	457162	457338	-	177	19	9	6	0	14	23
gene-SAOUHSC_00454	CP000253.1	457344	458183	+	840	2317	635	3000	135	625	685
gene-SAOUHSC_00455	CP000253.1	458184	458987	+	804	1062	1076	1646	357	1300	1529
gene-SAOUHSC_00456	CP000253.1	459034	459351	+	318	576	823	594	95	959	1255
gene-SAOUHSC_00457	CP000253.1	459625	460350	+	726	291	379	347	59	362	423
gene-SAOUHSC_00458	CP000253.1	460343	460591	+	249	108	155	155	28	120	159
gene-SAOUHSC_00459	CP000253.1	460593	461432	+	840	357	419	383	75	350	576
gene-SAOUHSC_00460	CP000253.1	461457	461612	-	156	6	7	8	0	9	10
gene-SAOUHSC_00461	CP000253.1	461717	463690	+	1974	12025	4981	17643	1812	4716	6621
gene-SAOUHSC_00462	CP000253.1	463721	464494	+	774	6607	3626	9259	3938	3826	5236
gene-SAOUHSC_00463	CP000253.1	464661	465197	+	537	1233	318	2548	368	283	350
gene-SAOUHSC_00464	CP000253.1	465208	466101	+	894	1729	543	2755	944	421	612
gene-SAOUHSC_00465	CP000253.1	466201	466464	+	264	26270	37006	15724	1569	25549	38504
gene-SAOUHSC_00466	CP000253.1	466774	467622	+	849	10824	13351	15086	4087	11642	13317
gene-SAOUHSC_00467	CP000253.1	467636	468460	+	825	14268	15442	18433	2465	14543	16736
gene-SAOUHSC_00468	CP000253.1	468477	468857	+	381	56475	29291	78626	25932	22064	30407
gene-SAOUHSC_00469	CP000253.1	468929	469231	+	303	57612	36189	71657	34755	26199	37229
gene-SAOUHSC_00470	CP000253.1	469421	469552	+	132	19	25	65	27	15	12
gene-SAOUHSC_00471	CP000253.1	469575	470927	+	1353	17016	14060	17229	10374	11469	13503
gene-SAOUHSC_00472	CP000253.1	471074	472039	+	966	14475	16524	16502	3745	13633	16203
gene-SAOUHSC_00473	CP000253.1	472097	472207	-	111	18	32	9	0	19	57
gene-SAOUHSC_00474	CP000253.1	472189	472842	+	654	37648	196910	32630	14729	236655	232282
gene-SAOUHSC_00475	CP000253.1	473153	473725	+	573	2086	522	2514	404	415	705
gene-SAOUHSC_00477	CP000253.1	473725	477231	+	3507	8245	5741	11343	2259	5263	7382
gene-SAOUHSC_00479	CP000253.1	477221	478747	+	1527	3602	2719	4605	444	2378	3508
gene-SAOUHSC_00480	CP000253.1	478747	479940	+	1194	6080	4928	8958	1818	4690	6243
gene-SAOUHSC_00481	CP000253.1	479937	480200	+	264	1929	1556	3540	488	1585	1887
gene-SAOUHSC_00482	CP000253.1	480218	480610	+	393	3300	2358	4947	639	2821	3777
gene-SAOUHSC_00483	CP000253.1	480715	481116	+	402	17325	8473	17957	2678	7355	11217
gene-SAOUHSC_00484	CP000253.1	481296	482591	+	1296	1690	855	2289	517	720	1057
gene-SAOUHSC_00485	CP000253.1	482596	483135	+	540	2249	1288	2861	463	1018	1376
gene-SAOUHSC_00486	CP000253.1	483392	485485	+	2094	59656	37520	72116	17622	27025	43462
gene-SAOUHSC_00487	CP000253.1	485714	486595	+	882	6330	4850	6846	2006	3850	5614
gene-SAOUHSC_00488	CP000253.1	486774	487706	+	933	17674	15846	27852	10933	16374	20716
gene-SAOUHSC_00489	CP000253.1	487922	488725	+	804	710	486	927	192	498	567
gene-SAOUHSC_00490	CP000253.1	488703	489068	+	366	531	582	655	62	750	761
gene-SAOUHSC_00491	CP000253.1	489065	489541	+	477	2905	4169	3285	486	4779	4582
gene-SAOUHSC_00492	CP000253.1	489935	490027	+	93	1082	796	2095	84	1572	1215
gene-SAOUHSC_00493	CP000253.1	490080	491567	+	1488	25484	31010	34479	7641	38157	36361
gene-SAOUHSC_R00016	CP000253.1	492125	492239	+	115	58	107	23	52	68	179
gene-SAOUHSC_T00059	CP000253.1	492252	492327	+	76	27	99	18	22	57	104
gene-SAOUHSC_T00053	CP000253.1	492344	492419	+	76	904	1671	274	464	1115	1672
gene-SAOUHSC_T00035	CP000253.1	492426	492498	+	73	632	617	280	415	443	654
gene-SAOUHSC_T00021	CP000253.1	492532	492606	+	75	267	336	120	232	308	417
gene-SAOUHSC_T00030	CP000253.1	492614	492702	+	89	344	264	60	63	232	415
gene-SAOUHSC_T0004	CP000253.1	492708	492784	+	77	1171	1896	1005	768	1751	2349
gene-SAOUHSC_T00044	CP000253.1	492805	492878	+	74	387	213	298	226	191	291
gene-SAOUHSC_T0001	CP000253.1	492902	492977	+	76	392	426	494	346	268	756
gene-SAOUHSC_R0002	CP000253.1	493099	494653	+	1555	3964	1496	2990	6867	350	2601
gene-SAOUHSC_R0007	CP000253.1	495018	497940	+	2923	11814	15853	8888	18219	4334	14059
gene-SAOUHSC_R00012	CP000253.1	498013	498127	+	115	72	53	9	62	29	72
gene-SAOUHSC_00497	CP000253.1	498652	500034	-	1383	246	267	359	15	229	480
gene-SAOUHSC_00499	CP000253.1	500138	501025	+	888	2379	1228	2368	1074	1042	1503
gene-SAOUHSC_00500	CP000253.1	501029	501589	+	561	1998	1012	2295	280	910	1350
gene-SAOUHSC_00501	CP000253.1	501797	503011	-	1215	12398	2861	14143	1073	2312	3471
gene-SAOUHSC_00502	CP000253.1	503169	503630	+	462	6545	9103	2273	87	4619	9029
gene-SAOUHSC_00503	CP000253.1	503727	504215	+	489	5993	10806	2969	271	5886	10698
gene-SAOUHSC_00504	CP000253.1	504205	505212	+	1008	13523	25298	5855	232	14221	24576
gene-SAOUHSC_00505	CP000253.1	505226	507682	+	2457	45350	68977	24488	3490	39172	75637
gene-SAOUHSC_00506	CP000253.1	507610	507768	-	159	3	1	1	0	0	2
gene-SAOUHSC_00507	CP000253.1	508197	509531	+	1335	13340	3910	20459	6626	2578	4310
gene-SAOUHSC_00508	CP000253.1	509574	510629	+	1056	7344	2437	12463	1486	1948	3002
gene-SAOUHSC_00509	CP000253.1	511186	512640	+	1455	16344	6911	25032	3688	5289	8056
gene-SAOUHSC_00510	CP000253.1	513063	513710	+	648	2259	716	4637	1598	438	759
gene-SAOUHSC_00511	CP000253.1	513694	515094	+	1401	6973	1758	11623	2558	1065	1792
gene-SAOUHSC_00512	CP000253.1	515087	515491	+	405	2491	589	5282	613	407	641
gene-SAOUHSC_00513	CP000253.1	515499	516245	+	747	3824	979	5866	2131	588	1066
gene-SAOUHSC_00514	CP000253.1	516245	516769	+	525	3969	1108	6703	896	707	1224
gene-SAOUHSC_00515	CP000253.1	516850	517419	+	570	2396	624	3441	247	463	711
gene-SAOUHSC_00516	CP000253.1	517697	517915	+	219	3569	1866	5687	628	1819	2297
gene-SAOUHSC_00517	CP000253.1	517928	518476	+	549	6831	4694	8141	2401	3752	5430
gene-SAOUHSC_00518	CP000253.1	518657	519079	+	423	44844	64369	41845	13482	57315	75020
gene-SAOUHSC_00519	CP000253.1	519287	519979	+	693	53464	71339	43897	10451	48191	63526
gene-SAOUHSC_00520	CP000253.1	520251	520751	+	501	59719	71279	95106	8591	57897	73228
gene-SAOUHSC_00521	CP000253.1	520794	521162	+	369	37413	36163	41848	11699	34773	43861
gene-SAOUHSC_00523	CP000253.1	521337	521945	+	609	5551	8862	6087	2163	6289	8023
gene-SAOUHSC_00524	CP000253.1	522301	525711	+	3411	116856	214408	119053	56434	165265	243413
gene-SAOUHSC_00525	CP000253.1	525875	529471	+	3597	157080	255651	148180	69118	193641	314569
gene-SAOUHSC_00526	CP000253.1	529608	529862	+	255	12094	19604	7107	1277	13555	20485
gene-SAOUHSC_00527	CP000253.1	529960	530373	+	414	58381	113185	72030	30031	88396	108097
gene-SAOUHSC_00528	CP000253.1	530439	530909	+	471	60663	105716	62307	26155	85858	106797
gene-SAOUHSC_00529	CP000253.1	531032	533113	+	2082	331780	516938	300398	194329	401738	530165
gene-SAOUHSC_00530	CP000253.1	533330	534514	+	1185	339668	363874	281039	187739	283342	393335
gene-SAOUHSC_00531	CP000253.1	534796	535971	-	1176	3918	1091	5476	1502	911	1532
gene-SAOUHSC_00532	CP000253.1	536142	537329	+	1188	16255	5770	24229	3647	4377	6329
gene-SAOUHSC_00533	CP000253.1	537595	538473	+	879	21165	6500	67038	8451	3456	8241
gene-SAOUHSC_00534	CP000253.1	538632	540269	+	1638	1308	650	2097	309	546	857
gene-SAOUHSC_00535	CP000253.1	540483	541448	+	966	5087	21301	5402	842	18412	25044
gene-SAOUHSC_00536	CP000253.1	541783	542859	+	1077	19405	3855	23948	5102	2642	4049
gene-SAOUHSC_00537	CP000253.1	542832	543005	+	174	1663	276	2724	169	263	308
gene-SAOUHSC_00538	CP000253.1	543109	543792	+	684	1843	296	2825	460	260	375
gene-SAOUHSC_00539	CP000253.1	543908	544570	-	663	964	703	1258	152	696	1017
gene-SAOUHSC_00540	CP000253.1	544563	545180	-	618	390	70	300	25	88	98
gene-SAOUHSC_00541	CP000253.1	545247	545717	+	471	463	129	505	154	125	187
gene-SAOUHSC_00542	CP000253.1	545864	546733	+	870	1439	478	1966	189	613	858
gene-SAOUHSC_00543	CP000253.1	546754	547320	+	567	1301	777	1608	155	1126	1433
gene-SAOUHSC_A00526	CP000253.1	547608	547865	-	258	8	19	4	0	32	44
gene-SAOUHSC_00544	CP000253.1	547751	550738	+	2988	3706	19498	4407	2830	38007	31936
gene-SAOUHSC_00545	CP000253.1	551105	555154	+	4050	7572	12312	6217	2989	16142	15772
gene-SAOUHSC_00547	CP000253.1	555273	556745	+	1473	2796	912	3302	223	897	1260
gene-SAOUHSC_00548	CP000253.1	556869	558359	-	1491	3946	3950	4403	327	4552	5383
gene-SAOUHSC_00549	CP000253.1	558641	559519	-	879	6976	9025	6832	1023	7063	11108
gene-SAOUHSC_00550	CP000253.1	559532	560197	-	666	5028	4819	5630	1272	3739	6220
gene-SAOUHSC_00551	CP000253.1	560211	560573	-	363	4028	2619	4876	585	2133	3320
gene-SAOUHSC_00552	CP000253.1	560849	561607	+	759	1715	1302	1916	149	843	1382
gene-SAOUHSC_00553	CP000253.1	561684	562316	+	633	9143	3174	14675	3341	1886	3126
gene-SAOUHSC_00554	CP000253.1	562363	562866	+	504	10468	3761	16127	8536	2172	3575
gene-SAOUHSC_00555	CP000253.1	562979	563626	+	648	313	226	293	213	195	322
gene-SAOUHSC_00556	CP000253.1	564128	565528	+	1401	3235	9472	4475	986	10569	11237
gene-SAOUHSC_00557	CP000253.1	566072	567448	+	1377	135	132	124	15	133	208
gene-SAOUHSC_00558	CP000253.1	567450	568589	+	1140	567	379	670	340	364	483
gene-SAOUHSC_00559	CP000253.1	568564	568929	+	366	86	44	127	30	56	61
gene-SAOUHSC_00560	CP000253.1	568932	569201	+	270	96	73	119	10	86	132
gene-SAOUHSC_00561	CP000253.1	569402	569569	-	168	48548	187987	19761	899	176223	233216
gene-SAOUHSC_00562	CP000253.1	570076	570906	-	831	6122	2360	8827	2223	2455	2820
gene-SAOUHSC_00564	CP000253.1	571090	571746	+	657	959	632	1176	227	529	691
gene-SAOUHSC_00565	CP000253.1	571747	572127	+	381	780	622	1231	224	565	694
gene-SAOUHSC_00567	CP000253.1	572260	572628	+	369	533	517	827	206	503	694
gene-SAOUHSC_00569	CP000253.1	572749	574233	+	1485	73978	31414	100981	26907	17484	23848
gene-SAOUHSC_00571	CP000253.1	574375	574827	-	453	859	445	1025	183	413	589
gene-SAOUHSC_00572	CP000253.1	574840	575490	-	651	1476	595	1787	209	557	758
gene-SAOUHSC_00573	CP000253.1	576153	576905	-	753	4965	2327	5183	421	1334	2979
gene-SAOUHSC_00574	CP000253.1	577073	578059	+	987	21088	20649	16702	4605	19747	23722
gene-SAOUHSC_00575	CP000253.1	578134	578898	+	765	16210	17279	12387	1830	19352	23252
gene-SAOUHSC_00577	CP000253.1	579485	580405	+	921	1919	4371	2301	502	3968	4693
gene-SAOUHSC_00578	CP000253.1	580410	581393	+	984	5466	8703	5585	4280	6838	8246
gene-SAOUHSC_00579	CP000253.1	581406	582482	+	1077	8129	9979	7409	4187	8306	9982
gene-SAOUHSC_00580	CP000253.1	582659	583000	+	342	1118	4216	1466	137	4754	5517
gene-SAOUHSC_00581	CP000253.1	583052	584374	-	1323	1618	6009	2375	361	5057	10119
gene-SAOUHSC_00582	CP000253.1	584361	584777	-	417	276	1261	499	29	1035	2086
gene-SAOUHSC_00583	CP000253.1	584859	584960	+	102	7	16	3	0	28	20
gene-SAOUHSC_00584	CP000253.1	585426	586835	+	1410	974	930	1737	212	816	1024
gene-SAOUHSC_00585	CP000253.1	586908	587465	+	558	66	22	120	34	34	39
gene-SAOUHSC_00586	CP000253.1	587591	588232	+	642	172	147	227	52	145	188
gene-SAOUHSC_00587	CP000253.1	588392	588937	+	546	234	204	282	55	212	304
gene-SAOUHSC_00588	CP000253.1	589012	589641	+	630	179	158	185	33	198	215
gene-SAOUHSC_00589	CP000253.1	589698	589814	+	117	121	103	190	8	146	152
gene-SAOUHSC_00591	CP000253.1	589837	590430	+	594	125	118	177	22	132	157
gene-SAOUHSC_00592	CP000253.1	590589	591230	+	642	218	176	360	33	211	271
gene-SAOUHSC_00593	CP000253.1	591277	591744	+	468	128	61	159	14	88	116
gene-SAOUHSC_00595	CP000253.1	591777	591905	+	129	35	1	66	3	22	14
gene-SAOUHSC_00596	CP000253.1	592358	592987	+	630	64	45	49	12	47	56
gene-SAOUHSC_00598	CP000253.1	593183	593752	+	570	94	89	119	8	102	140
gene-SAOUHSC_00599	CP000253.1	593789	594424	+	636	135	59	183	14	106	90
gene-SAOUHSC_00600	CP000253.1	594375	594635	+	261	115	121	179	16	100	174
gene-SAOUHSC_00602	CP000253.1	594659	595285	+	627	137	94	196	60	101	166
gene-SAOUHSC_00603	CP000253.1	595555	596493	+	939	1812	1144	2654	559	923	1377
gene-SAOUHSC_00604	CP000253.1	596704	597240	+	537	9900	4882	13618	1375	2253	4402
gene-SAOUHSC_00605	CP000253.1	597409	597885	+	477	1313	344	2026	90	341	598
gene-SAOUHSC_00606	CP000253.1	597925	599220	+	1296	6112	2971	7855	964	2466	4446
gene-SAOUHSC_00607	CP000253.1	599248	599769	+	522	3157	1845	3416	473	1607	2710
gene-SAOUHSC_00608	CP000253.1	600268	601278	+	1011	55823	3319	80812	16025	2219	3947
gene-SAOUHSC_00609	CP000253.1	601353	601460	+	108	71	5	33	8	5	4
gene-SAOUHSC_00610	CP000253.1	601586	601969	+	384	1360	459	2051	73	446	604
gene-SAOUHSC_00611	CP000253.1	601966	603627	+	1662	6313	2519	7609	466	3130	4126
gene-SAOUHSC_00612	CP000253.1	604016	604651	+	636	102	80	132	25	95	132
gene-SAOUHSC_00613	CP000253.1	605090	605917	+	828	1569	917	1854	131	1217	1734
gene-SAOUHSC_00614	CP000253.1	606065	607015	+	951	1449	379	2414	107	292	456
